,博物馆名称,新闻来源,新闻标题,简介内容,次级新闻网站,新闻发布时间
62,中国国家博物馆,新浪财经,注意!参观中国国家博物馆需做过核酸检测,来源：北京日报客户端 注意！参观国博需做过核酸检测 随着北京疫情防控的升级，中国国家博物馆的参观举措添了新规矩——观众预约参观前需要“做过新冠病毒核酸检测”。今日上午，在国博官网或者微信公众号预约参观时，都会下弹出一个对话框...,https://baijiahao.baidu.com/s?id=1669798717974437440&wfr=spider&for=pc,"('6月18日', 2160)"
63,中国国家博物馆,大手笔网,刘邦彩作品《松鹤延年》入藏中国国家博物馆,多数让江浙一带的著名企业家收藏，一幅90/180公分（峡江云涌）收藏于浙江省东阳市影视城叶董事长处，一幅96/240公分（蜀山峡江烟云）收藏于杭州市第一人民医院舒副院长处，今天的一幅68/138公分（松鹤延年）被中国国家博物馆收藏，...,https://baijiahao.baidu.com/s?id=1675079673611141398&wfr=spider&for=pc,"('8月15日', 2160)"
64,中国国家博物馆,北晚新视觉网,朱元璋为何有“双面形象”?中国国家博物馆亮出了这些古人“标准照”,“妙合神形——中国国家博物馆藏明清肖像画展”在中国国家博物馆开展，课本里熟识的古人们亮出了“标准照”。展厅里，一名小观众与康熙皇帝“对视”。记者 邓伟 摄 展厅里，国博从馆藏千余幅肖像画中精选出50余件（套）展品，分“...,https://baijiahao.baidu.com/s?id=1673350438912124442&wfr=spider&for=pc,"('7月27日', 2160)"
65,中国国家博物馆,好客山东,"山东这个千年古县的老物件亮相中国国家博物馆,每一眼都是乡愁!",近日，“记住乡愁——山东民艺展”在中国国家博物馆举行。大家感叹道：“呀，原来我们的故乡、我们的日子这样美！”在这里读懂展览，让我们一起在博物馆触摸故乡的温度，唤醒内心深处的乡愁记忆。本次展览分农事器用、康乐人家、衣裳锦绣...,https://baijiahao.baidu.com/s?id=1672879120679528024&wfr=spider&for=pc,"('7月22日', 2160)"
66,中国国家博物馆,环球网,中国国家博物馆终身研究馆员杨林:广涉海陆空 探源古文明,杨林：1957年出生，中国国家博物馆综合考古部原主任、中国国家博物馆终身研究馆员。他主持科技部、国家文物局国家科技支撑计划“遥感技术在中华文明探源中的应用研究”等多项国家和省部级项目课题，为填补我国在水下考古和遥感与航空摄影考古...,https://baijiahao.baidu.com/s?id=1670161661771294180&wfr=spider&for=pc,"('6月22日', 2160)"
67,中国国家博物馆,腾讯网,璀璨华光——中国国家博物馆馆藏珠宝精品,"中国国家博物馆馆收藏的几件珠宝精品,年代从春秋早期至明清,材质涵盖金、银、玛瑙、玉石、珍珠、翡翠、珊瑚、青金石、紫水晶、料珠等,展现了中华珠宝艺术高超的工艺水平和独特的审美风格。玛瑙珠、玉佩组合项饰……",https://new.qq.com/omn/20200621/20200621A0C94N00.html,"('6月21日', 2160)"
68,中国国家博物馆,电商报,国家级荣誉、国家博物馆收藏:时代狠狠奖励那些解决问题的摆渡人,今年8月底，中国国家博物馆向阿里巴巴集团、蚂蚁集团，阿里巴巴公益基金会和马云公益基金会颁发了“援助抗击新冠疫情实物捐赠证书”，阿里在抗疫期间用过的30件物资，也一并入藏了国家博物馆。这30件物资中，包括4本新冠病毒临床救治手册...,https://baijiahao.baidu.com/s?id=1677685096604464708&wfr=spider&for=pc,"('9月13日', 2160)"
69,中国国家博物馆,齐鲁壹点,感受“乡愁”!1500余件山东民艺藏品亮相国家博物馆,大众日报记者 张依盟 近日，“记住乡愁——山东民艺展”在位于北京的中国国家博物馆举行。本次展览分农事器用、康乐人家、衣裳锦绣、游艺乡风四个单元集中展示1500余件（套）山东民艺藏品，打破工艺类别，还原传统民艺使用方式与文化语境，...,https://baijiahao.baidu.com/s?id=1672895912969513352&wfr=spider&for=pc,"('7月22日', 2160)"
70,中国国家博物馆,中国经济网,登录国家博物馆网上展馆看“金瓯无缺——纪念台湾光复七十五周年...,国家博物馆精心筹备的“金瓯无缺——纪念台湾光复七十五周年主题展”网上展馆，于1月26日在国博官网上线。两岸民众可在手机或电脑登录国博官网首页，在线参观。线下“金瓯无缺——纪念台湾光复七十五周年主题展”目前正在中国国家博物馆展出...,https://baijiahao.baidu.com/s?id=1690262623266747985&wfr=spider&for=pc,"('1月30日', 2880)"
71,中国国家博物馆,国家博物馆,"本周,国家博物馆有哪些展览(12月21日-12月27日)",饺子，唐代，中国国家博物馆藏 冬至，记得吃饺子哟 ---你最喜欢什么馅儿？--- 中国国家博物馆 【正在展出】基本陈列 古代中国展期：长期展出 地点：北20—北25展厅、南15—南20展厅 复兴之路展期：长期展出 地点：北5—北7、北12...,https://baijiahao.baidu.com/s?id=1686710830684871314&wfr=spider&for=pc,"('12月22日', 2160)"
72,中国国家博物馆,金投网,16家国家级博物馆联袂参加“全球博物馆珍藏展示在线接力”,9月6日晚8点，由中国国家博物馆发起的“全球博物馆珍藏展示在线接力”正式启动。活动当天，来自五大洲的16家国家级博物馆联袂参加，平均每天两家博物馆与大家“见面”，每馆专场时间为1小时。每个专场由馆长挑选文物向全球观众进行讲解展示...,https://baijiahao.baidu.com/s?id=1677791727033075454&wfr=spider&for=pc,"('9月14日', 2160)"
73,中国国家博物馆,中国新闻网,近200件抗疫主题美术作品亮相国家博物馆,展厅现场。　余冠辰　摄 中新网北京8月1日电 (记者 应妮)“众志成城——抗疫主题美术作品展”8月1日起在中国国家博物馆对公众开放，共展出在抗击新冠肺炎疫情背景下创作的美术作品近200件(套)。展厅现场。 余冠辰 摄 作品艺术...,https://baijiahao.baidu.com/s?id=1673818802864253360&wfr=spider&for=pc,"('8月1日', 2160)"
74,中国国家博物馆,小马谈今古,中国国家博物馆六大镇馆之宝,中国国家博物馆六大镇馆之宝 6、人面鱼纹彩图陶盆 新石器新石器时代前期仰韶文化，1955年陕西省西安市半坡出土，高16.5厘米、口径39.8厘米。5、大盂鼎 西周，清道光年间陕西郿县礼村出土，通高101.9厘米 口径77.8厘米 重153.5...,https://baijiahao.baidu.com/s?id=1673099144887020616&wfr=spider&for=pc,"('7月24日', 2160)"
75,中国国家博物馆,乐艺会,钧魂分享:中国国家博物馆里的藏传佛教金铜造像,钧魂：青铜专业委员会理事，爱好古陶瓷/青铜器/金银器研究；热衷于古代艺术品收藏。“古代中国陈列”是中国国家博物馆的基本陈列，它以王朝更替为主要脉络，分为远古时期、夏商西周时期、春秋战国时期、秦汉时期、三国两晋南北朝时期、隋唐...,https://baijiahao.baidu.com/s?id=1676043161319289485&wfr=spider&for=pc,"('8月26日', 2160)"
76,中国国家博物馆,东方财富网,“格物匠心——福建传统工艺展”在北京中国国家博物馆开幕,8月30日，参观者在北京中国国家博物馆的“格物匠心——福建传统工艺展”上欣赏木雕《闽乡多锦绣》。当日，“格物匠心——福建传统工艺展”在北京中国国家博物馆开幕。展览分为“艺韵百态”“工致精巧”“千文万华”“石以名志”“东方...,https://baijiahao.baidu.com/s?id=1676524216782905015&wfr=spider&for=pc,"('8月31日', 2160)"
77,中国国家博物馆,楚天都市报极目新闻,"15件(套)物品被中国国家博物馆收藏,江夏方舱医院书写国家记忆",楚天都市报7月11日讯（记者 陆缘 通讯员 冰河）今日，一份来自中国国家博物馆的快递，送到了武汉市江夏区文旅局局长王太明的手中，红色的中国国家博物馆收藏证书，见证江夏方舱医院15件（套）抗击新冠肺炎的相关物件作为文物，被国博...,https://baijiahao.baidu.com/s?id=1671907779616813761&wfr=spider&for=pc,"('7月11日', 2160)"
78,中国国家博物馆,北青网,月壤将亮相国家博物馆,原标题：月壤将亮相国家博物馆 3月，嫦娥五号带回的月壤将在展出。目前，月壤已运抵国博，正在布展。届时，月壤将放在一个精心设计的容器中显示。设计师介绍，容器材质为人造水晶，整体造型借鉴自国博馆藏的系列青铜“尊”造型以体现...,https://baijiahao.baidu.com/s?id=1692438541235454684&wfr=spider&for=pc,"('2月23日', 2160)"
79,中国国家博物馆,新华社新媒体,北京:“天地同和——中国古代乐器展”亮相中国国家博物馆,日前，“天地同和——中国古代乐器展”亮相中国国家博物馆。展览分为“鹤鸣九皋 声闻于天”“钟鼓喤喤 大音至乐”“丝竹相合 妙音飞花”“云间锣鼓 日月同辉”四个部分，通过展示的200余件（套）文物反映中国古代音乐的发展脉络，展现...,https://baijiahao.baidu.com/s?id=1674623435810788817&wfr=spider&for=pc,"('8月10日', 2160)"
80,中国国家博物馆,中国青年报,中国国家博物馆藏明清肖像画展开幕,清《李清照像》。中国国家博物馆供图 展厅入口的《赵匡胤画像轴》（明）。余冠辰/摄 观众正在观展。 视觉中国供图 清《玄烨像》余冠辰/摄 7月15日，“妙合神形——中国国家博物馆藏明清肖像画展”在中国国家博物馆开幕，从馆藏...,https://baijiahao.baidu.com/s?id=1672821664437283203&wfr=spider&for=pc,"('7月21日', 2160)"
81,中国国家博物馆,中国新闻网,中央社会主义学院与中国国家博物馆签署战略合作协议,在签约仪式上，中央社会主义学院党组书记、第一副院长潘岳表示，中国国家博物馆是集中反映中华优秀传统文化、革命文化和社会主义先进文化的国家最高历史文化艺术殿堂，与中央社会主义学院都承担着弘扬中华优秀文化的神圣使命。去年底以来蔓延全球的...,https://baijiahao.baidu.com/s?id=1672363720193190466&wfr=spider&for=pc,"('7月16日', 2160)"
82,中国国家博物馆,中国日报网,“红山文化考古成就展”在国家博物馆开幕,10月17日，观众在国家博物馆观看“玉出红山——红山文化考古成就展”上展出的石雕人头像（辽宁省文物考古研究院藏）。（中国日报记者 姜东 摄）中国日报北京10月17日电（记者 姜东）2020年10月17日，由中国国家博物馆与中共辽宁省委...,https://baijiahao.baidu.com/s?id=1680796493566061145&wfr=spider&for=pc,"('10月17日', 2160)"
83,中国国家博物馆,中国日报网,中国国家博物馆藏明清肖像画展对公众展出,7月16日，观众在参观“妙合神形——中国国家博物馆藏明清肖像画展”。中国日报记者 姜东 摄 7月16日，媒体记者在“妙合神形——中国国家博物馆藏明清肖像画展”上向网友直播介绍展览。 中国日报记者 姜东 摄 7月16日，观众在...,https://baijiahao.baidu.com/s?id=1672357283184411149&wfr=spider&for=pc,"('7月16日', 2160)"
84,中国国家博物馆,海报新闻,“记住乡愁——山东民艺展”亮相中国国家博物馆,“记住乡愁——山东民艺展”亮相中国国家博物馆 2020年7月18日，北京，“记住乡愁——山东民艺展”正在中国国家博物馆展出。本次展览由中国国家博物馆会同山东省委宣传部、中国民间文艺家协会、山东工艺美术学院、中国民艺博物馆共同举办。,https://baijiahao.baidu.com/s?id=1672612447583921752&wfr=spider&for=pc,"('7月19日', 2160)"
85,中国国家博物馆,新华网客户端,中国国家博物馆——深化文化传播 强化审美体验,和着春之生机，博物馆通过线上线下互动，持续释放活力。中国国家博物馆便通过盘活数据资源并进行深度加工，在线推出“云端国博”，通过“云看展”“云直播”“云欣赏”等模式，为公众呈上“好展、好课、好文物”，让服务大众的方式有...,https://baijiahao.baidu.com/s?id=1664509447278453832&wfr=spider&for=pc,"('4月21日', 2160)"
